0,1
IAM_Words\b04\b04-081\b04-081-06-01.png,on
IAM_Words\m06\m06-019\m06-019-01-03.png,us
IAM_Words\e04\e04-034\e04-034-01-02.png,wood
IAM_Words\a04\a04-059\a04-059-07-02.png,the
IAM_Words\g01\g01-000\g01-000-03-06.png,.
IAM_Words\n04\n04-183\n04-183-01-07.png,or
IAM_Words\g06\g06-047l\g06-047l-04-07.png,Europe
IAM_Words\g06\g06-050j\g06-050j-02-06.png,described
IAM_Words\j04\j04-039\j04-039-02-06.png,Chemical
IAM_Words\g04\g04-022\g04-022-06-01.png,opened
IAM_Words\g06\g06-045f\g06-045f-01-10.png,give
IAM_Words\n06\n06-201\n06-201-01-02.png,Maffrey's
IAM_Words\f07\f07-032a\f07-032a-05-05.png,little
IAM_Words\c02\c02-003\c02-003-05-02.png,actor
IAM_Words\g06\g06-026f\g06-026f-01-06.png,de
IAM_Words\a04\a04-081\a04-081-05-04.png,of
IAM_Words\a01\a01-128\a01-128-01-02.png,minute
IAM_Words\a05\a05-029\a05-029-03-03.png,Mr.
IAM_Words\c02\c02-026\c02-026-02-05.png,the
IAM_Words\d06\d06-060\d06-060-01-01.png,this
IAM_Words\f07\f07-028a\f07-028a-07-03.png,of
IAM_Words\m04\m04-043\m04-043-03-02.png,""""
IAM_Words\b06\b06-023\b06-023-06-06.png,like
IAM_Words\h02\h02-022\h02-022-03-00.png,system
IAM_Words\f04\f04-079\f04-079-07-01.png,stretch
IAM_Words\j04\j04-080\j04-080-03-00.png,include
IAM_Words\b06\b06-015\b06-015-08-04.png,bargaining
IAM_Words\g06\g06-042b\g06-042b-04-07.png,","
IAM_Words\g06\g06-026j\g06-026j-00-03.png,truly
IAM_Words\c06\c06-080\c06-080-02-05.png,one
IAM_Words\c03\c03-000c\c03-000c-05-04.png,be
IAM_Words\p02\p02-127\p02-127-05-10.png,'re
IAM_Words\j04\j04-070\j04-070-00-00.png,Polonium-210
IAM_Words\n03\n03-038\n03-038-05-06.png,father's
IAM_Words\h04\h04-057\h04-057-02-04.png,the
IAM_Words\h04\h04-021\h04-021-07-00.png,for
IAM_Words\g06\g06-105\g06-105-00-08.png,than
IAM_Words\h02\h02-037\h02-037-02-03.png,notice
IAM_Words\r06\r06-137\r06-137-09-00.png,if
IAM_Words\f03\f03-174\f03-174-03-03.png,.
IAM_Words\m01\m01-000\m01-000-05-07.png,...
IAM_Words\g07\g07-000b\g07-000b-09-00.png,degree
IAM_Words\g06\g06-037b\g06-037b-02-06.png,I
IAM_Words\e06\e06-053\e06-053-00-05.png,are
IAM_Words\r02\r02-109\r02-109-07-00.png,fuss
IAM_Words\m01\m01-136\m01-136-01-03.png,awaited
IAM_Words\l07\l07-181\l07-181-06-05.png,exactly
IAM_Words\h02\h02-022\h02-022-07-06.png,also
IAM_Words\j06\j06-000\j06-000-00-05.png,for
IAM_Words\c02\c02-012\c02-012-01-07.png,not
IAM_Words\g06\g06-037g\g06-037g-04-07.png,an
IAM_Words\m02\m02-048\m02-048-10-05.png,including
IAM_Words\c04\c04-122\c04-122-06-06.png,Turner
IAM_Words\a01\a01-091\a01-091-00-04.png,vote
IAM_Words\a02\a02-082\a02-082-02-03.png,disturbances
IAM_Words\n04\n04-218\n04-218-02-08.png,the
IAM_Words\n04\n04-031\n04-031-03-00.png,Alverstoke
IAM_Words\n04\n04-209\n04-209-00-04.png,the
IAM_Words\b01\b01-018\b01-018-04-02.png,millions
IAM_Words\g06\g06-047e\g06-047e-05-01.png,Anglesey
IAM_Words\g06\g06-042o\g06-042o-01-01.png,","
IAM_Words\h07\h07-030\h07-030-08-03.png,satisfactory
IAM_Words\f04\f04-039\f04-039-03-00.png,money
IAM_Words\f01\f01-075\f01-075-01-07.png,bits
IAM_Words\p06\p06-030\p06-030-04-00.png,'
IAM_Words\g01\g01-037\g01-037-06-03.png,the
IAM_Words\e04\e04-086\e04-086-00-04.png,long
IAM_Words\c02\c02-059\c02-059-08-07.png,","
IAM_Words\k02\k02-023\k02-023-02-09.png,-
IAM_Words\a05\a05-073\a05-073-01-06.png,of
IAM_Words\g06\g06-045p\g06-045p-01-05.png,to
IAM_Words\g07\g07-074a\g07-074a-05-07.png,managed
IAM_Words\e02\e02-082\e02-082-03-01.png,deal
IAM_Words\m02\m02-052\m02-052-03-02.png,:
IAM_Words\m04\m04-030\m04-030-00-11.png,the
IAM_Words\c03\c03-007a\c03-007a-06-06.png,""""
IAM_Words\a02\a02-106\a02-106-02-00.png,Colonial
IAM_Words\d04\d04-047\d04-047-03-03.png,says
IAM_Words\c06\c06-011\c06-011-05-02.png,off
IAM_Words\a04\a04-099\a04-099-00-07.png,would
IAM_Words\a04\a04-015\a04-015-01-00.png,third
IAM_Words\d06\d06-003\d06-003-06-04.png,.
IAM_Words\b01\b01-049\b01-049-07-06.png,?
IAM_Words\c03\c03-016a\c03-016a-09-05.png,sails
IAM_Words\g06\g06-026c\g06-026c-05-01.png,government
IAM_Words\g06\g06-037i\g06-037i-05-08.png,of
IAM_Words\g03\g03-032\g03-032-04-02.png,Flag
IAM_Words\k02\k02-023\k02-023-02-04.png,","
IAM_Words\c03\c03-000a\c03-000a-06-06.png,are
IAM_Words\n04\n04-130\n04-130-02-11.png,","
IAM_Words\g06\g06-037h\g06-037h-00-09.png,a
IAM_Words\f04\f04-093\f04-093-06-07.png,possible
IAM_Words\e06\e06-010\e06-010-06-04.png,many
IAM_Words\n06\n06-182\n06-182-02-04.png,a
IAM_Words\e06\e06-049\e06-049-00-02.png,consider
IAM_Words\d06\d06-076\d06-076-03-09.png,save
IAM_Words\c03\c03-096a\c03-096a-01-02.png,appreciable
IAM_Words\h07\h07-030a\h07-030a-03-05.png,#
IAM_Words\b06\b06-093\b06-093-09-00.png,Week
IAM_Words\e01\e01-107\e01-107-07-05.png,these
IAM_Words\d07\d07-085\d07-085-00-10.png,","
IAM_Words\e04\e04-019\e04-019-00-05.png,tilt
IAM_Words\m04\m04-100\m04-100-01-07.png,was
IAM_Words\b02\b02-097\b02-097-08-03.png,.
IAM_Words\m04\m04-164\m04-164-01-08.png,Commander's
IAM_Words\d01\d01-049\d01-049-05-00.png,showing
IAM_Words\k07\k07-158\k07-158-08-00.png,love
IAM_Words\a04\a04-099\a04-099-00-00.png,""""
IAM_Words\c04\c04-144\c04-144-02-10.png,later
IAM_Words\d06\d06-072\d06-072-01-04.png,and
IAM_Words\c03\c03-016e\c03-016e-01-00.png,intense
IAM_Words\j01\j01-049\j01-049-04-02.png,sodium
IAM_Words\f01\f01-070\f01-070-04-04.png,of
IAM_Words\l01\l01-007\l01-007-02-04.png,out
IAM_Words\g06\g06-042a\g06-042a-00-11.png,","
IAM_Words\k07\k07-067a\k07-067a-01-02.png,.
IAM_Words\k04\k04-075\k04-075-01-01.png,in
IAM_Words\g07\g07-034\g07-034-03-04.png,.
IAM_Words\b06\b06-079\b06-079-04-08.png,new
IAM_Words\a04\a04-039\a04-039-09-09.png,the
IAM_Words\e07\e07-094\e07-094-03-02.png,the
IAM_Words\c03\c03-016e\c03-016e-06-06.png,","
IAM_Words\g06\g06-031j\g06-031j-02-02.png,really
IAM_Words\h07\h07-007\h07-007-03-10.png,women
IAM_Words\p01\p01-147\p01-147-04-11.png,himself
IAM_Words\a02\a02-053\a02-053-01-05.png,honours
IAM_Words\b05\b05-083\b05-083-05-02.png,.
IAM_Words\c03\c03-087c\c03-087c-00-03.png,perhaps
IAM_Words\g06\g06-037e\g06-037e-05-06.png,.
IAM_Words\m04\m04-038\m04-038-00-07.png,.
IAM_Words\b05\b05-074\b05-074-04-02.png,they
IAM_Words\a05\a05-062\a05-062-06-04.png,.
IAM_Words\r06\r06-126\r06-126-05-05.png,to
IAM_Words\f07\f07-019a\f07-019a-05-03.png,","
IAM_Words\f07\f07-019b\f07-019b-04-06.png,from
IAM_Words\f07\f07-088b\f07-088b-06-01.png,a
IAM_Words\n02\n02-104\n02-104-03-01.png,","
IAM_Words\a02\a02-106\a02-106-07-05.png,A
IAM_Words\k04\k04-115\k04-115-03-07.png,must
IAM_Words\g06\g06-018k\g06-018k-07-09.png,...
IAM_Words\f07\f07-084a\f07-084a-06-05.png,Bouillabaisse
IAM_Words\b05\b05-071\b05-071-02-05.png,and
IAM_Words\c03\c03-016d\c03-016d-00-05.png,the
IAM_Words\m04\m04-238\m04-238-05-05.png,his
IAM_Words\a01\a01-007x\a01-007x-07-08.png,Premier
IAM_Words\k02\k02-018\k02-018-03-01.png,","
IAM_Words\b06\b06-032\b06-032-06-03.png,disaster
IAM_Words\p03\p03-181\p03-181-07-03.png,ring
IAM_Words\p03\p03-023\p03-023-01-04.png,the
IAM_Words\k03\k03-180\k03-180-03-05.png,Mrs.
IAM_Words\b05\b05-071\b05-071-03-10.png,kid
IAM_Words\l07\l07-118\l07-118-03-07.png,he
IAM_Words\g03\g03-052\g03-052-09-02.png,the
IAM_Words\c04\c04-144\c04-144-01-07.png,African
IAM_Words\h02\h02-012\h02-012-09-04.png,compounds
IAM_Words\g06\g06-045g\g06-045g-03-09.png,that
IAM_Words\e02\e02-117\e02-117-05-01.png,for
IAM_Words\g07\g07-000a\g07-000a-05-05.png,ENGLAND
IAM_Words\g06\g06-018p\g06-018p-04-06.png,has
IAM_Words\c04\c04-017\c04-017-04-05.png,by-passed
IAM_Words\c03\c03-003b\c03-003b-02-02.png,is
IAM_Words\b01\b01-044\b01-044-02-05.png,she
IAM_Words\h07\h07-023\h07-023-07-07.png,cent
IAM_Words\f04\f04-011\f04-011-02-05.png,motive
IAM_Words\c03\c03-021a\c03-021a-04-04.png,the
IAM_Words\b06\b06-087\b06-087-03-04.png,organised
IAM_Words\p06\p06-069\p06-069-00-03.png,truth
IAM_Words\m02\m02-069\m02-069-02-03.png,reflected
IAM_Words\j01\j01-049\j01-049-03-04.png,is
IAM_Words\a04\a04-099\a04-099-04-04.png,is
IAM_Words\h04\h04-074\h04-074-02-10.png,","
IAM_Words\k07\k07-134\k07-134-06-02.png,back
IAM_Words\c02\c02-059\c02-059-04-05.png,high
IAM_Words\g06\g06-011n\g06-011n-00-07.png,still
IAM_Words\g06\g06-045g\g06-045g-00-06.png,first
IAM_Words\l07\l07-181\l07-181-00-04.png,many
IAM_Words\m04\m04-078\m04-078-01-01.png,not
IAM_Words\f07\f07-024b\f07-024b-04-06.png,he
IAM_Words\c03\c03-081b\c03-081b-04-05.png,not
IAM_Words\b01\b01-084\b01-084-02-06.png,about
IAM_Words\d07\d07-100\d07-100-03-08.png,all
IAM_Words\j04\j04-053\j04-053-03-07.png,acid
IAM_Words\h02\h02-017\h02-017-04-02.png,the
IAM_Words\g02\g02-059\g02-059-01-06.png,","
IAM_Words\g06\g06-011h\g06-011h-01-02.png,Cloncurry
IAM_Words\n02\n02-040\n02-040-02-06.png,all
IAM_Words\m03\m03-110\m03-110-02-07.png,I
IAM_Words\a01\a01-049u\a01-049u-06-01.png,Senator
IAM_Words\e07\e07-105\e07-105-07-02.png,.
IAM_Words\f01\f01-066\f01-066-02-06.png,brain
IAM_Words\p02\p02-127\p02-127-00-09.png,right
IAM_Words\g04\g04-011\g04-011-01-01.png,in
IAM_Words\d01\d01-056\d01-056-09-04.png,.
IAM_Words\g06\g06-011a\g06-011a-05-00.png,#
IAM_Words\m04\m04-123\m04-123-10-00.png,brooding
IAM_Words\f04\f04-061\f04-061-06-00.png,wrote
IAM_Words\m04\m04-100\m04-100-05-05.png,the
IAM_Words\a02\a02-106\a02-106-00-04.png,other
IAM_Words\g06\g06-011k\g06-011k-03-01.png,.
IAM_Words\h07\h07-063a\h07-063a-04-00.png,Her
IAM_Words\g07\g07-079a\g07-079a-10-03.png,that
IAM_Words\d04\d04-053\d04-053-06-09.png,to
IAM_Words\k04\k04-000\k04-000-01-06.png,","
IAM_Words\j04\j04-065\j04-065-03-02.png,.
IAM_Words\d01\d01-123\d01-123-01-01.png,think
IAM_Words\c03\c03-021d\c03-021d-01-05.png,it
IAM_Words\b06\b06-068\b06-068-07-00.png,present
IAM_Words\c04\c04-098\c04-098-04-09.png,on
IAM_Words\g06\g06-047b\g06-047b-00-07.png,Sir
IAM_Words\a03\a03-050\a03-050-05-03.png,.
IAM_Words\c03\c03-021c\c03-021c-03-06.png,much
IAM_Words\h07\h07-028a\h07-028a-05-00.png,centres
IAM_Words\g06\g06-037m\g06-037m-03-01.png,off
IAM_Words\b01\b01-049\b01-049-01-07.png,.
IAM_Words\a06\a06-044\a06-044-05-05.png,friends
IAM_Words\h02\h02-040\h02-040-01-00.png,dangerous
IAM_Words\d06\d06-011\d06-011-04-03.png,thirteen
IAM_Words\b04\b04-096\b04-096-05-02.png,made
IAM_Words\h04\h04-025\h04-025-00-11.png,the
IAM_Words\d04\d04-032\d04-032-07-01.png,.
IAM_Words\b05\b05-071\b05-071-00-01.png,understood
IAM_Words\j07\j07-012\j07-012-01-00.png,the
IAM_Words\n04\n04-009\n04-009-03-04.png,he
IAM_Words\g06\g06-037k\g06-037k-07-00.png,had
IAM_Words\g04\g04-101\g04-101-03-07.png,successful
IAM_Words\n04\n04-114\n04-114-01-05.png,of
IAM_Words\b06\b06-110\b06-110-00-02.png,Duke
IAM_Words\g06\g06-045p\g06-045p-02-04.png,adding
IAM_Words\l04\l04-012\l04-012-03-09.png,.
IAM_Words\n06\n06-175\n06-175-09-01.png,.
IAM_Words\m03\m03-006\m03-006-07-00.png,night
IAM_Words\d03\d03-112\d03-112-07-05.png,the
IAM_Words\c06\c06-047\c06-047-00-09.png,is
IAM_Words\c03\c03-000c\c03-000c-06-01.png,of
IAM_Words\b06\b06-004\b06-004-01-06.png,jeopardised
IAM_Words\n03\n03-106\n03-106-05-05.png,Willie
IAM_Words\j01\j01-066\j01-066-00-01.png,probe
IAM_Words\c04\c04-008\c04-008-02-03.png,.
IAM_Words\h02\h02-004\h02-004-02-03.png,persons
IAM_Words\m02\m02-052\m02-052-04-01.png,to
IAM_Words\e07\e07-105\e07-105-05-03.png,operations
IAM_Words\f07\f07-024b\f07-024b-02-00.png,except
IAM_Words\k07\k07-158\k07-158-08-02.png,?
IAM_Words\a01\a01-007u\a01-007u-04-05.png,adequate
IAM_Words\g06\g06-050e\g06-050e-00-02.png,action
IAM_Words\a01\a01-113\a01-113-01-06.png,of
IAM_Words\n06\n06-148\n06-148-02-05.png,came
IAM_Words\n01\n01-036\n01-036-05-06.png,of
IAM_Words\a01\a01-020\a01-020-02-06.png,revealed
IAM_Words\a05\a05-080\a05-080-03-06.png,be
IAM_Words\d04\d04-101\d04-101-01-10.png,inheritance
IAM_Words\l01\l01-199\l01-199-09-07.png,use
IAM_Words\a01\a01-132x\a01-132x-08-01.png,National
IAM_Words\f07\f07-006\f07-006-02-03.png,Later
IAM_Words\e01\e01-032\e01-032-01-06.png,a
IAM_Words\n02\n02-154\n02-154-00-10.png,standing
IAM_Words\e06\e06-010\e06-010-00-02.png,200-fathom
IAM_Words\p06\p06-047\p06-047-09-04.png,knew
IAM_Words\b06\b06-059\b06-059-00-03.png,easy
IAM_Words\n02\n02-082a\n02-082a-04-08.png,""""
IAM_Words\c03\c03-087f\c03-087f-05-02.png,We
IAM_Words\c04\c04-170\c04-170-01-01.png,.
IAM_Words\d04\d04-021\d04-021-03-01.png,.
IAM_Words\g06\g06-037d\g06-037d-05-04.png,alleviation
IAM_Words\p03\p03-012\p03-012-08-00.png,be
IAM_Words\a03\a03-011\a03-011-05-08.png,Two
IAM_Words\m04\m04-078\m04-078-02-03.png,already
IAM_Words\b01\b01-014\b01-014-08-02.png,policy
IAM_Words\e04\e04-015\e04-015-00-03.png,of
IAM_Words\r02\r02-054\r02-054-04-05.png,ring
IAM_Words\r06\r06-121\r06-121-05-06.png,.
IAM_Words\g07\g07-069a\g07-069a-07-01.png,and
IAM_Words\g04\g04-048\g04-048-04-08.png,sanctuary
IAM_Words\a05\a05-058\a05-058-06-05.png,of
IAM_Words\b01\b01-009\b01-009-02-06.png,grounds
IAM_Words\g06\g06-042g\g06-042g-02-04.png,when
IAM_Words\n06\n06-082\n06-082-03-12.png,starts
IAM_Words\f04\f04-007\f04-007-04-00.png,of
IAM_Words\h07\h07-087\h07-087-00-00.png,Tables
IAM_Words\c02\c02-059\c02-059-04-02.png,Wicki
IAM_Words\n04\n04-218\n04-218-03-07.png,on
IAM_Words\k02\k02-117\k02-117-06-02.png,retire
IAM_Words\c03\c03-000e\c03-000e-06-06.png,and
IAM_Words\l07\l07-138\l07-138-06-02.png,be
IAM_Words\e02\e02-082\e02-082-00-04.png,certainly
IAM_Words\h07\h07-020\h07-020-00-03.png,Stevenage
IAM_Words\l04\l04-020\l04-020-03-05.png,.
IAM_Words\r06\r06-044\r06-044-01-00.png,Monsieur
IAM_Words\k04\k04-119\k04-119-02-10.png,her
IAM_Words\b01\b01-113\b01-113-02-06.png,We
IAM_Words\d07\d07-096\d07-096-01-02.png,and
IAM_Words\m02\m02-106\m02-106-03-05.png,closely
IAM_Words\r06\r06-121\r06-121-02-00.png,walked
IAM_Words\f07\f07-081a\f07-081a-06-02.png,the
IAM_Words\c03\c03-094c\c03-094c-06-01.png,set
IAM_Words\d06\d06-096\d06-096-07-04.png,and
IAM_Words\f07\f07-042a\f07-042a-02-08.png,that
IAM_Words\n02\n02-146\n02-146-03-05.png,great
IAM_Words\c02\c02-012\c02-012-00-03.png,","
IAM_Words\g04\g04-055\g04-055-00-06.png,Hall
IAM_Words\b03\b03-114\b03-114-05-05.png,","
IAM_Words\p03\p03-112\p03-112-03-12.png,""""
IAM_Words\f07\f07-092b\f07-092b-04-06.png,the
IAM_Words\c02\c02-078\c02-078-05-11.png,the
IAM_Words\n02\n02-157\n02-157-00-07.png,all
IAM_Words\d06\d06-067\d06-067-09-01.png,day
IAM_Words\b04\b04-181\b04-181-02-05.png,they
IAM_Words\b06\b06-079\b06-079-02-02.png,not
IAM_Words\a05\a05-094\a05-094-00-04.png,debates
IAM_Words\a04\a04-027\a04-027-05-05.png,be
IAM_Words\f02\f02-036\f02-036-08-00.png,Occupational
IAM_Words\e04\e04-030\e04-030-04-02.png,shown
IAM_Words\j01\j01-049\j01-049-02-05.png,and
IAM_Words\g07\g07-007a\g07-007a-08-00.png,HAD
IAM_Words\k04\k04-039\k04-039-01-09.png,with
IAM_Words\a02\a02-012\a02-012-03-01.png,skilful
IAM_Words\k02\k02-018\k02-018-01-06.png,on
IAM_Words\e06\e06-006\e06-006-08-04.png,the
IAM_Words\a02\a02-024\a02-024-05-05.png,hundreds
IAM_Words\a03\a03-040\a03-040-04-05.png,if
IAM_Words\g06\g06-045h\g06-045h-01-01.png,diplomatist
IAM_Words\g07\g07-007a\g07-007a-05-01.png,TOWARDS
IAM_Words\g06\g06-037l\g06-037l-01-09.png,here
IAM_Words\j06\j06-056\j06-056-07-01.png,select
IAM_Words\h04\h04-021\h04-021-06-00.png,compares
IAM_Words\g06\g06-115\g06-115-02-07.png,up
IAM_Words\c06\c06-100\c06-100-04-04.png,.
IAM_Words\g06\g06-037i\g06-037i-05-01.png,alleviation
IAM_Words\h01\h01-014\h01-014-08-01.png,is
IAM_Words\k02\k02-076\k02-076-07-05.png,a
IAM_Words\g06\g06-115\g06-115-02-02.png,to
IAM_Words\m01\m01-026\m01-026-04-06.png,of
IAM_Words\c02\c02-000\c02-000-05-05.png,)
IAM_Words\a02\a02-072\a02-072-04-05.png,Clark
IAM_Words\g06\g06-047p\g06-047p-04-07.png,was
IAM_Words\g01\g01-019\g01-019-05-00.png,that
IAM_Words\g06\g06-026n\g06-026n-01-07.png,the
IAM_Words\c03\c03-087b\c03-087b-04-07.png,.
IAM_Words\a01\a01-011u\a01-011u-08-04.png,Iain
IAM_Words\a06\a06-044\a06-044-02-03.png,for
IAM_Words\k04\k04-010\k04-010-01-06.png,general
IAM_Words\l01\l01-195\l01-195-03-02.png,once
IAM_Words\e01\e01-081\e01-081-05-02.png,to
IAM_Words\c03\c03-016a\c03-016a-05-08.png,the
IAM_Words\f07\f07-046b\f07-046b-08-00.png,in
IAM_Words\a03\a03-071\a03-071-05-04.png,a
IAM_Words\m03\m03-118\m03-118-02-05.png,I
IAM_Words\f07\f07-019a\f07-019a-03-06.png,at
IAM_Words\b05\b05-045\b05-045-08-06.png,players
IAM_Words\k03\k03-117\k03-117-07-09.png,waved
IAM_Words\c03\c03-021a\c03-021a-05-06.png,her
IAM_Words\g06\g06-047g\g06-047g-05-06.png,consulted
IAM_Words\g04\g04-039\g04-039-05-09.png,","
IAM_Words\g06\g06-026p\g06-026p-00-09.png,that
IAM_Words\g06\g06-045k\g06-045k-06-02.png,","
IAM_Words\b04\b04-181\b04-181-05-02.png,.
IAM_Words\k07\k07-185\k07-185-01-00.png,her
IAM_Words\c03\c03-084e\c03-084e-03-06.png,the
IAM_Words\a06\a06-152\a06-152-02-02.png,Germany
IAM_Words\a01\a01-030\a01-030-03-04.png,an
IAM_Words\g06\g06-037r\g06-037r-00-00.png,God
IAM_Words\a05\a05-058\a05-058-01-02.png,must
IAM_Words\b06\b06-110\b06-110-00-07.png,implies
IAM_Words\c03\c03-003b\c03-003b-03-00.png,the
IAM_Words\k07\k07-122\k07-122-01-06.png,","
IAM_Words\b01\b01-033\b01-033-01-00.png,their
IAM_Words\g06\g06-026k\g06-026k-01-02.png,who
IAM_Words\b05\b05-074\b05-074-04-04.png,being
IAM_Words\r06\r06-106\r06-106-01-06.png,Philip
IAM_Words\m04\m04-093\m04-093-08-03.png,we
IAM_Words\k04\k04-054\k04-054-08-01.png,and
IAM_Words\b03\b03-087\b03-087-02-10.png,whether
IAM_Words\h06\h06-092\h06-092-03-02.png,of
IAM_Words\a01\a01-020x\a01-020x-00-00.png,Mr.
IAM_Words\d03\d03-112\d03-112-05-03.png,disposal
IAM_Words\g06\g06-042a\g06-042a-05-05.png,brought
IAM_Words\p01\p01-174\p01-174-00-03.png,I
IAM_Words\a04\a04-043\a04-043-04-06.png,that
IAM_Words\j04\j04-094\j04-094-05-00.png,exchange
IAM_Words\m06\m06-076\m06-076-00-09.png,and
IAM_Words\d01\d01-056\d01-056-00-06.png,authors
IAM_Words\a02\a02-072\a02-072-00-09.png,bound
IAM_Words\n04\n04-000\n04-000-02-08.png,thinking
IAM_Words\b04\b04-116\b04-116-03-09.png,have
IAM_Words\a05\a05-089\a05-089-01-02.png,the
IAM_Words\h07\h07-028a\h07-028a-08-01.png,districts
IAM_Words\d06\d06-056\d06-056-02-05.png,this
IAM_Words\c03\c03-000a\c03-000a-06-04.png,and
IAM_Words\k02\k02-053\k02-053-04-00.png,and
IAM_Words\f01\f01-053\f01-053-07-01.png,questions
IAM_Words\h07\h07-075a\h07-075a-07-01.png,the
IAM_Words\d07\d07-102\d07-102-00-06.png,of
IAM_Words\k01\k01-051\k01-051-04-00.png,beautifully
IAM_Words\f07\f07-092a\f07-092a-08-03.png,turbot
IAM_Words\g01\g01-088\g01-088-08-02.png,machinery
IAM_Words\k07\k07-077\k07-077-03-09.png,.
IAM_Words\f02\f02-020\f02-020-06-00.png,since
IAM_Words\j04\j04-098\j04-098-07-02.png,and
IAM_Words\d01\d01-123\d01-123-01-00.png,cannot
IAM_Words\g06\g06-042b\g06-042b-05-03.png,known
IAM_Words\g06\g06-045k\g06-045k-01-04.png,","
IAM_Words\g06\g06-045d\g06-045d-04-03.png,himself
IAM_Words\a01\a01-030u\a01-030u-00-06.png,the
IAM_Words\b02\b02-035\b02-035-05-06.png,much
IAM_Words\a05\a05-113\a05-113-05-00.png,He
IAM_Words\g04\g04-098\g04-098-01-05.png,taken
IAM_Words\m03\m03-110\m03-110-08-02.png,Mr
IAM_Words\a02\a02-020\a02-020-01-04.png,M.
IAM_Words\g06\g06-011k\g06-011k-02-05.png,him
IAM_Words\g06\g06-026g\g06-026g-01-02.png,perhaps
IAM_Words\l04\l04-005\l04-005-00-04.png,looked
IAM_Words\b02\b02-102\b02-102-03-10.png,a
IAM_Words\j04\j04-019\j04-019-02-03.png,the
IAM_Words\c06\c06-087\c06-087-02-07.png,","
IAM_Words\m02\m02-072\m02-072-05-08.png,when
IAM_Words\a06\a06-070\a06-070-03-06.png,view
IAM_Words\b02\b02-102\b02-102-01-06.png,their
IAM_Words\b04\b04-040\b04-040-05-01.png,not
IAM_Words\m03\m03-118\m03-118-04-04.png,mass
IAM_Words\b03\b03-087\b03-087-04-01.png,Government
IAM_Words\h07\h07-054a\h07-054a-00-02.png,Hemel
IAM_Words\c06\c06-128\c06-128-06-07.png,felt
IAM_Words\j06\j06-000\j06-000-09-03.png,and
IAM_Words\a01\a01-107u\a01-107u-05-00.png,never
IAM_Words\b06\b06-087\b06-087-05-04.png,the
IAM_Words\g06\g06-037h\g06-037h-10-08.png,effect
IAM_Words\b04\b04-140\b04-140-01-03.png,troops
IAM_Words\r02\r02-000\r02-000-00-03.png,sensed
IAM_Words\k02\k02-117\k02-117-06-07.png,seemed
IAM_Words\c06\c06-043\c06-043-03-05.png,Dublin
IAM_Words\r03\r03-096\r03-096-04-11.png,.
IAM_Words\j06\j06-051\j06-051-03-01.png,almost
IAM_Words\a02\a02-120\a02-120-08-04.png,to
IAM_Words\f07\f07-096\f07-096-01-04.png,his
IAM_Words\k04\k04-033\k04-033-02-07.png,admiring
IAM_Words\a01\a01-113\a01-113-06-03.png,Government
IAM_Words\g06\g06-050h\g06-050h-01-11.png,doing
IAM_Words\f07\f07-092a\f07-092a-08-02.png,his
IAM_Words\l01\l01-195\l01-195-04-07.png,there
IAM_Words\r06\r06-066\r06-066-02-05.png,Nice
IAM_Words\c03\c03-096c\c03-096c-06-08.png,foreigners
IAM_Words\n06\n06-156\n06-156-01-05.png,'d
IAM_Words\f07\f07-076a\f07-076a-02-05.png,gypsy
IAM_Words\a05\a05-044\a05-044-08-03.png,for
IAM_Words\a06\a06-057\a06-057-01-02.png,down
IAM_Words\c06\c06-091\c06-091-03-02.png,.
IAM_Words\a05\a05-113\a05-113-00-04.png,tell
IAM_Words\a05\a05-069\a05-069-04-08.png,any
IAM_Words\n03\n03-106\n03-106-10-05.png,on
IAM_Words\g07\g07-044\g07-044-04-06.png,She
IAM_Words\e01\e01-059\e01-059-00-02.png,of
IAM_Words\p02\p02-131\p02-131-01-06.png,you
IAM_Words\p03\p03-185\p03-185-01-09.png,hospital
IAM_Words\m02\m02-090\m02-090-02-07.png,.
IAM_Words\g06\g06-031n\g06-031n-00-06.png,'
IAM_Words\l01\l01-157\l01-157-03-07.png,""""
IAM_Words\k07\k07-185\k07-185-10-00.png,him
IAM_Words\c03\c03-016c\c03-016c-02-02.png,in
IAM_Words\l07\l07-176\l07-176-01-10.png,things
IAM_Words\g01\g01-025\g01-025-07-00.png,to
IAM_Words\e06\e06-026\e06-026-06-05.png,must
IAM_Words\d04\d04-053\d04-053-04-04.png,first
IAM_Words\g06\g06-045p\g06-045p-05-06.png,aged
IAM_Words\n04\n04-218\n04-218-04-03.png,has
IAM_Words\c03\c03-081c\c03-081c-06-02.png,Landen
IAM_Words\f04\f04-016\f04-016-04-00.png,to
IAM_Words\m03\m03-114\m03-114-02-02.png,reserved
IAM_Words\e06\e06-033\e06-033-00-01.png,fishermen
IAM_Words\f07\f07-088a\f07-088a-05-03.png,that
IAM_Words\f04\f04-079\f04-079-02-02.png,her
IAM_Words\p03\p03-023\p03-023-00-06.png,had
IAM_Words\b04\b04-134\b04-134-06-13.png,a
IAM_Words\e01\e01-014\e01-014-02-07.png,collar
IAM_Words\m02\m02-087\m02-087-06-03.png,those
IAM_Words\a01\a01-043\a01-043-02-04.png,a
IAM_Words\e04\e04-011\e04-011-01-00.png,pinned
IAM_Words\c03\c03-000a\c03-000a-03-05.png,Richardson
IAM_Words\a01\a01-043x\a01-043x-07-06.png,.
IAM_Words\a03\a03-047\a03-047-06-05.png,the
